Transaction_ID,Customer_ID,Transaction_Date,Product_Clean,Sum of Quantity,Sum of Price,Transaction_Type,Transaction_Status,Record_Status
T71519,C1165,2021-06-16,Tablet,778,685.0958,Normal Transaction,"",Valid
T71518,C4189,2022-07-12,Smartphone,-9,740.1404,Negative Transaction,Completed,Valid
T71517,C3046,2025-02-30,Laptop,,928.3541,Unknown,Failed,Missing Quantity
T71516,C2907,"",Smartphone,-9,-620.8416,Negative Transaction,Pending,Valid
T71515,C1217,2023-13-01,Laptop,-4,,Unknown,Complete,Valid
T71514,C2011,2021-01-17,Tablet,9,627.6966,Normal Transaction,Complete,Valid
T71513,C2615,2021-01-14,Headphones,718,,Unknown,Complete,Valid
T71512,"",2024-08-19,Headphones,4,-197.8621,Negative Transaction,Completed,Valid
T71510,C863,2023-13-01,Coffee Machine,361,351.7728,Normal Transaction,Pending,Valid
T7151,C4350,2023-05-21,Coffee Machine,867,138.5892,Normal Transaction,"",Valid
T71509,C4058,2025-02-30,Tablet,-4,,Unknown,Failed,Valid
T71508,C2770,2020-01-26,Coffee Machine,5,272.6341,Normal Transaction,Completed,Valid
T71507,"",2023-13-01,Tablet,-1,,Unknown,"",Valid
T71506,"",2023-13-01,Smartphone,6,263.5341,Normal Transaction,Completed,Valid
T71505,C3248,2023-13-01,Headphones,-4,,Unknown,Failed,Valid
T71502,C3221,2025-02-30,Headphones,,-836.4562,Unknown,Completed,Missing Quantity
T71501,C2495,2023-13-01,Smartphone,109,-88.1992,Negative Transaction,Completed,Valid
T71500,C4444,"",Coffee Machine,150,-482.3344,Negative Transaction,Pending,Valid
T7150,C3814,"",Coffee Machine,515,,Unknown,Pending,Valid
T71499,C2927,2023-13-01,Coffee Machine,-1,,Unknown,Failed,Valid
T71498,"",2021-11-03,Headphones,157,328.6618,Normal Transaction,Complete,Valid
T71497,C4236,2023-13-01,Headphones,360,-458.9801,Negative Transaction,Complete,Valid
T71496,C2247,2020-06-22,Coffee Machine,10,-999.4529,Negative Transaction,Completed,Valid
T71495,C2181,2021-05-23,Coffee Machine,642,-136.0094,Negative Transaction,Failed,Valid
T71493,C3070,2025-02-30,Headphones,-8,-743.9309,Negative Transaction,Pending,Valid
T71492,C242,2023-13-01,Smartphone,2,-563.93,Negative Transaction,Failed,Valid
T71491,C3596,2025-02-30,Laptop,-4,-128.86,Negative Transaction,Complete,Valid
T71490,C2556,2025-02-30,Tablet,-7,396.7178,Negative Transaction,Complete,Valid
T7149,C3466,2020-10-10,Tablet,10,,Unknown,Completed,Valid
T71489,C1001,2025-02-30,Tablet,-4,-483.2769,Negative Transaction,Completed,Valid
T71488,C540,2023-03-28,Coffee Machine,432,-986.7799,Negative Transaction,Completed,Valid
T71487,C4518,2023-13-01,Laptop,5,-355.1976,Negative Transaction,Pending,Valid
T71486,C2659,2025-02-30,Headphones,,788.7814,Unknown,Completed,Missing Quantity
T71485,C1002,2023-13-01,Headphones,264,-456.3587,Negative Transaction,"",Valid
T71484,C3669,2025-02-30,Smartphone,360,-701.3896,Negative Transaction,Complete,Valid
T71483,C4455,2025-02-30,Laptop,-8,-602.5794,Negative Transaction,Failed,Valid
T71482,C4029,2025-02-30,Smartphone,4,756.2003,Normal Transaction,Completed,Valid
T71480,C3808,2024-11-13,Tablet,-10,220.16,Negative Transaction,Failed,Valid
T7148,C926,2025-02-30,Coffee Machine,501,,Unknown,"",Valid
T71479,C307,2025-02-30,Headphones,546,,Unknown,Failed,Valid
T71478,C1201,2021-01-04,Coffee Machine,,789.112,Unknown,Completed,Missing Quantity
T71477,C2268,2024-04-27,Coffee Machine,-7,-711.5208,Negative Transaction,"",Valid
T71476,C4795,2022-05-15,Smartphone,775,,Unknown,Failed,Valid
T71475,C622,2023-01-31,Tablet,8,,Unknown,Pending,Valid
T71473,C146,2025-02-30,Headphones,-6,-58.9865,Negative Transaction,Failed,Valid
T71472,C2602,2023-13-01,Headphones,3,794.7551,Normal Transaction,"",Valid
T71471,C1766,2025-02-30,Smartphone,904,-324.1885,Negative Transaction,Pending,Valid
T71470,C2337,2021-10-05,Coffee Machine,-6,,Unknown,Pending,Valid
T71469,C4717,2025-02-30,Headphones,110,,Unknown,Completed,Valid
T71468,C4276,2023-11-19,Tablet,-10,-369.6837,Negative Transaction,Completed,Valid
T71467,C954,2025-02-30,Laptop,-10,-549.7034,Negative Transaction,Failed,Valid
T71466,C4705,2023-13-01,Tablet,9,-515.9024,Negative Transaction,Completed,Valid
T71465,C2741,"",Tablet,-10,,Unknown,Completed,Valid
T71464,C4602,2023-13-01,Coffee Machine,897,998.4222,Normal Transaction,"",Valid
T71463,C2442,2025-01-18,Smartphone,6,,Unknown,Complete,Valid
T71462,C2208,2023-07-01,Tablet,880,,Unknown,Completed,Valid
T71461,C4090,2023-13-01,Coffee Machine,1480,,Unknown,Pending,Valid
T7146,C3128,2025-02-30,Tablet,-5,950.5042,Negative Transaction,Failed,Valid
T71459,C988,2023-13-01,Tablet,969,-257.3775,Negative Transaction,Completed,Valid
T71458,C946,"",Tablet,,-72.5597,Unknown,Complete,Missing Quantity
T71457,C435,2025-02-30,Headphones,-8,,Unknown,Completed,Valid
T71456,C3319,2025-02-30,Coffee Machine,1,113.6645,Normal Transaction,Pending,Valid
T71455,C1675,2025-02-30,Coffee Machine,180,,Unknown,Complete,Valid
T71454,C963,2025-02-30,Tablet,2,564.3854,Normal Transaction,Pending,Valid
T71453,C217,2023-13-01,Laptop,-9,,Unknown,Pending,Valid
T71450,C1153,2025-02-30,Headphones,5,,Unknown,Completed,Valid
T7145,C1888,2023-13-01,Smartphone,-10,,Unknown,"",Valid
T71449,C830,2020-02-04,Tablet,968,,Unknown,Completed,Valid
T71448,C3143,2023-13-01,Headphones,1,,Unknown,Completed,Valid
T71447,C1838,2025-02-30,Coffee Machine,6,841.7585,Normal Transaction,"",Valid
T71446,C1779,2025-02-30,Laptop,5,,Unknown,Completed,Valid
T71445,C052,2025-02-30,Headphones,505,,Unknown,Completed,Valid
T71444,C1550,2023-07-24,Headphones,2,-666.555,Negative Transaction,"",Valid
T71443,C4929,2025-02-30,Smartphone,-5,-239.0104,Negative Transaction,"",Valid
T71442,"",2023-13-01,Smartphone,661,,Unknown,Completed,Valid
T71441,C4687,2025-02-30,Coffee Machine,824,111.1245,Normal Transaction,Complete,Valid
T71440,"",2023-13-01,Coffee Machine,-3,,Unknown,Pending,Valid
T71439,C926,2023-13-01,Smartphone,-10,-963.8061,Negative Transaction,Completed,Valid
T71438,C3800,2022-01-14,Laptop,-7,468.2082,Negative Transaction,"",Valid
T71437,C3318,2020-03-22,Smartphone,356,-550.6744,Negative Transaction,Complete,Valid
T71436,C3425,2023-13-01,Tablet,-5,563.8071,Negative Transaction,Failed,Valid
T71435,C2111,2023-13-01,Headphones,7,955.97,Normal Transaction,Completed,Valid
T71434,C4934,2020-08-02,Smartphone,2,-495.2107,Negative Transaction,"",Valid
T71433,C1759,2025-02-30,Tablet,,707.8858,Unknown,Completed,Missing Quantity
T71432,C3199,"",Tablet,10,-422.6596,Negative Transaction,Failed,Valid
T71431,C4630,2023-04-06,Laptop,-9,-634.3099,Negative Transaction,Failed,Valid
T71430,C1144,2023-13-01,Headphones,585,-531.939,Negative Transaction,"",Valid
T71429,C3097,2023-13-01,Tablet,771,,Unknown,Failed,Valid
T71428,C1646,2021-06-05,Smartphone,753,,Unknown,Completed,Valid
T71427,C803,2025-02-30,Tablet,515,-461.9038,Negative Transaction,Failed,Valid
T71426,C3132,2022-05-15,Headphones,-4,,Unknown,Complete,Valid
T71425,C4279,2025-02-30,Coffee Machine,-1,728.9715,Negative Transaction,Failed,Valid
T71424,C1041,2024-08-10,Smartphone,9,,Unknown,"",Valid
T71422,C4070,2022-01-26,Coffee Machine,2,,Unknown,Pending,Valid
T71421,C862,2023-02-23,Coffee Machine,-3,,Unknown,Completed,Valid
T71420,C3468,2025-02-30,Tablet,-10,,Unknown,Completed,Valid
T7142,C2018,2023-13-01,Laptop,-1,-397.2264,Negative Transaction,Complete,Valid
T71417,C3716,2025-02-30,Coffee Machine,-4,-67.152,Negative Transaction,Complete,Valid
T71416,C3824,2025-02-30,Smartphone,10,,Unknown,Complete,Valid
T71415,C1938,2025-02-30,Tablet,-2,785.7342,Negative Transaction,Completed,Valid
T71414,C4190,"",Laptop,9,,Unknown,Pending,Valid
T71413,C1025,2023-13-01,Laptop,3,,Unknown,Completed,Valid
T71410,C2036,2024-08-27,Tablet,-4,,Unknown,"",Valid
T7141,C1533,2021-04-05,Coffee Machine,10,-263.2012,Negative Transaction,Pending,Valid
T71409,C2070,2025-02-30,Headphones,7,,Unknown,Completed,Valid
T71408,C1139,2021-06-02,Tablet,1,541.38,Normal Transaction,"",Valid
T71407,C2167,2024-09-05,Coffee Machine,-10,680.957,Negative Transaction,Completed,Valid
T71406,C959,2020-08-08,Coffee Machine,6,868.0237,Normal Transaction,Pending,Valid
T71405,C4775,2023-11-08,Smartphone,343,,Unknown,Completed,Valid
T71404,C2519,2024-12-15,Smartphone,591,408.0007,Normal Transaction,"",Valid
T71403,C006,2020-04-17,Smartphone,998,,Unknown,Completed,Valid
T71402,C4928,2022-03-11,Laptop,,94.71,Unknown,"",Missing Quantity
T71401,C264,"",Headphones,761,,Unknown,Failed,Valid
T71400,C3025,2021-09-12,Laptop,-4,,Unknown,Failed,Valid
T7140,C2995,"",Coffee Machine,8,163.877,Normal Transaction,Completed,Valid
T71399,C3380,2023-13-01,Smartphone,-4,151.6476,Negative Transaction,Completed,Valid
T71398,C3776,2021-09-06,Laptop,754,401.45,Normal Transaction,Pending,Valid
T71397,C1173,2023-10-14,Laptop,-1,,Unknown,Pending,Valid
T71396,C4717,2025-02-30,Smartphone,144,,Unknown,Completed,Valid
T71395,C943,2025-02-30,Tablet,8,-562.5998,Negative Transaction,Complete,Valid
T71394,C302,2025-02-30,Tablet,437,-588.9141,Negative Transaction,Completed,Valid
T71393,C4648,2025-02-30,Headphones,7,-858.8526,Negative Transaction,Completed,Valid
T71392,C1531,2023-05-03,Coffee Machine,7,,Unknown,Pending,Valid
T71391,C2581,2021-11-28,Laptop,-8,544.4073,Negative Transaction,"",Valid
T71390,C2614,2023-13-01,Headphones,4,401.5507,Normal Transaction,Completed,Valid
T7139,C1604,2021-01-12,Headphones,360,92.11,Normal Transaction,Completed,Valid
T71389,C2357,2023-13-01,Tablet,8,605.86,Normal Transaction,Failed,Valid
T71387,C1858,2025-02-30,Laptop,-3,842.7423,Negative Transaction,"",Valid
T71386,C3761,2021-05-05,Laptop,-8,927.64,Negative Transaction,Completed,Valid
T71385,C396,2025-02-30,Headphones,-3,232.0814,Negative Transaction,"",Valid
T71384,C565,"",Smartphone,2,421.9983,Normal Transaction,Failed,Valid
T71383,C4546,2025-02-30,Headphones,-3,563.3182,Negative Transaction,"",Valid
T71382,C2623,"",Coffee Machine,356,,Unknown,Pending,Valid
T71381,C3114,2023-13-01,Smartphone,-1,,Unknown,Completed,Valid
T71380,C901,2025-02-30,Smartphone,2,,Unknown,Completed,Valid
T7138,C880,2023-13-01,Headphones,142,493.0004,Normal Transaction,Failed,Valid
T71379,C1916,2020-02-10,Coffee Machine,-6,342.0164,Negative Transaction,"",Valid
T71378,C2619,2022-09-19,Tablet,9,-519.7879,Negative Transaction,Complete,Valid
T71377,C3395,2020-05-28,Coffee Machine,5,-909.0184,Negative Transaction,Failed,Valid
T71376,C4336,2020-11-06,Smartphone,6,-355.0593,Negative Transaction,"",Valid
T71375,C2730,2023-13-01,Laptop,4,128.2701,Normal Transaction,Completed,Valid
T71373,C3990,"",Laptop,-6,339.8473,Negative Transaction,Completed,Valid
T71372,C144,2025-02-30,Laptop,511,897.7632,Normal Transaction,Pending,Valid
T71371,C4083,2025-02-30,Laptop,870,-932.3487,Negative Transaction,"",Valid
T71370,C3816,2025-02-30,Smartphone,3,-823.9439,Negative Transaction,Failed,Valid
T7137,C390,2022-03-27,Laptop,-9,291.1414,Negative Transaction,"",Valid
T71369,C867,2021-06-07,Coffee Machine,243,,Unknown,Complete,Valid
T71368,C4059,2025-02-30,Coffee Machine,10,-636.2764,Negative Transaction,Pending,Valid
T71367,"",2025-02-30,Laptop,7,-576.5946,Negative Transaction,Failed,Valid
T71366,C428,2023-11-30,Headphones,470,903.5384,Normal Transaction,Complete,Valid
T71365,C4875,2020-08-15,Smartphone,2,,Unknown,Failed,Valid
T71364,C3494,2023-13-01,Laptop,10,919.1652,Normal Transaction,"",Valid
T71363,C2991,2020-08-29,Coffee Machine,3,-359.9263,Negative Transaction,Complete,Valid
T71362,C535,2023-13-01,Coffee Machine,146,,Unknown,Complete,Valid
T71361,C4803,2023-13-01,Tablet,3,525.1751,Normal Transaction,Pending,Valid
T71360,C3689,2025-02-30,Tablet,-3,,Unknown,Completed,Valid
T71359,C656,2023-13-01,Laptop,226,-680.5067,Negative Transaction,Pending,Valid
T71358,C124,2021-05-04,Headphones,1,-446.2,Negative Transaction,Pending,Valid
T71357,C768,2025-02-30,Coffee Machine,111,-148.5984,Negative Transaction,Complete,Valid
T71356,C1956,2025-02-30,Laptop,4,329.4161,Normal Transaction,Pending,Valid
T71355,C2565,2024-08-28,Headphones,-9,822.0514,Negative Transaction,Pending,Valid
T71354,C3998,2025-02-30,Tablet,-2,,Unknown,Completed,Valid
T71353,C2174,2025-02-30,Smartphone,-4,-234.9185,Negative Transaction,Failed,Valid
T71352,C3924,2024-04-05,Laptop,5,-76.3535,Negative Transaction,Completed,Valid
T71351,C2979,"",Smartphone,-3,,Unknown,Failed,Valid
T71350,C1759,2023-09-13,Laptop,-9,124.0148,Negative Transaction,Complete,Valid
T7135,C1673,2023-08-19,Headphones,1,-937.9994,Negative Transaction,Failed,Valid
T71349,C2416,2024-07-09,Smartphone,8,-283.7836,Negative Transaction,Completed,Valid
T71348,C1281,2023-13-01,Headphones,521,,Unknown,Completed,Valid
T71347,C001,2024-05-18,Tablet,-9,946.108,Negative Transaction,Complete,Valid
T71346,C1029,2025-02-30,Headphones,4,-271.52,Negative Transaction,Completed,Valid
T71345,C4849,2023-13-01,Coffee Machine,2,,Unknown,Completed,Valid
T71344,C482,2025-02-30,Coffee Machine,5,-285.4614,Negative Transaction,Completed,Valid
T71343,C619,2025-02-30,Smartphone,9,224.001,Normal Transaction,Completed,Valid
T71341,"",2022-06-16,Laptop,871,-147.5419,Negative Transaction,Complete,Valid
T71340,C3525,2023-13-01,Tablet,497,,Unknown,Completed,Valid
T7134,C2714,2024-04-30,Laptop,7,-518.237,Negative Transaction,Completed,Valid
T71339,C2333,2023-13-01,Coffee Machine,10,-489.477,Negative Transaction,"",Valid
T71338,C2899,2023-13-01,Headphones,-3,80.64,Negative Transaction,Failed,Valid
T71337,C1611,2023-13-01,Smartphone,9,-113.827,Negative Transaction,Failed,Valid
T71336,"",2023-13-01,Smartphone,,-828.672,Unknown,Complete,Missing Quantity
T71335,C4433,2023-13-01,Laptop,790,-802.1579,Negative Transaction,Failed,Valid
T71334,C4860,2021-01-18,Headphones,-5,-138.4688,Negative Transaction,Completed,Valid
T71333,C174,2023-13-01,Laptop,289,948.1921,Normal Transaction,Completed,Valid
T71332,C952,2025-02-30,Laptop,,-566.7547,Unknown,Completed,Missing Quantity
T71331,C3740,2022-06-18,Smartphone,8,652.7031,Normal Transaction,Completed,Valid
T71330,C3271,2025-02-30,Tablet,-10,-579.3802,Negative Transaction,Pending,Valid
T7133,"",2025-02-30,Smartphone,116,,Unknown,"",Valid
T71329,C2850,2025-02-30,Laptop,873,292.4632,Normal Transaction,Completed,Valid
T71328,C4223,2025-02-30,Laptop,6,,Unknown,"",Valid
T71327,C352,2023-13-01,Laptop,4,-969.7757,Negative Transaction,Completed,Valid
T71326,C1003,2025-02-30,Tablet,-3,-742.9917,Negative Transaction,Complete,Valid
T71325,C2775,2025-02-30,Smartphone,258,-157.1888,Negative Transaction,Completed,Valid
T71324,C1946,2025-02-30,Laptop,7,227.8875,Normal Transaction,"",Valid
T71322,C2070,2020-06-25,Laptop,,980.03,Unknown,Completed,Missing Quantity
T71321,C4597,2025-02-30,Headphones,477,-201.8133,Negative Transaction,Completed,Valid
T71320,C2752,2023-13-01,Tablet,-1,-256.5286,Negative Transaction,Pending,Valid
T7132,C4473,2023-09-03,Headphones,348,360.2439,Normal Transaction,"",Valid
T71319,C2098,2023-02-09,Coffee Machine,2,-704.1703,Negative Transaction,Complete,Valid
T71318,C1878,2023-08-30,Tablet,7,,Unknown,Pending,Valid
T71317,C628,2025-02-30,Laptop,-2,295.5914,Negative Transaction,Completed,Valid
T71316,C1308,2025-02-30,Smartphone,476,,Unknown,Completed,Valid
T71313,C1634,2022-09-18,Tablet,,-750.07,Unknown,Failed,Missing Quantity
T71312,C2004,2023-13-01,Headphones,467,657.9019,Normal Transaction,Complete,Valid
T71311,C2825,2020-11-08,Laptop,,882.4736,Unknown,Complete,Missing Quantity
T71310,C3593,2022-03-23,Headphones,-9,-825.69,Negative Transaction,"",Valid
T7131,"",2025-02-30,Tablet,144,495.2249,Normal Transaction,"",Valid
T71309,C344,2020-04-07,Coffee Machine,-5,,Unknown,Completed,Valid
T71308,C4023,2023-06-25,Laptop,7,-784.9107,Negative Transaction,Failed,Valid
T71307,C2546,2025-02-30,Laptop,6,429.5005,Normal Transaction,Failed,Valid
T71306,C3681,2023-13-01,Smartphone,-7,425.8757,Negative Transaction,Complete,Valid
T71305,"",2025-02-30,Coffee Machine,-9,-908.2169,Negative Transaction,Pending,Valid
T71304,C4144,2025-02-30,Laptop,400,,Unknown,Pending,Valid
T71303,C2067,2023-04-28,Headphones,-10,531.6865,Negative Transaction,Pending,Valid
T71301,C3895,2023-13-01,Smartphone,-3,,Unknown,Failed,Valid
T71300,C2175,2025-02-30,Laptop,1844,1849.8298,Normal Transaction,Failed,Valid
T7130,C1812,2025-02-30,Smartphone,9,-63.5979,Negative Transaction,"",Valid
T71299,C2686,2025-02-30,Tablet,629,,Unknown,"",Valid
T71298,C524,"",Tablet,-7,-202.2003,Negative Transaction,Failed,Valid
T71297,C1984,2025-02-30,Smartphone,-5,,Unknown,Failed,Valid
T71296,C565,2025-02-30,Tablet,7,-477.7109,Negative Transaction,Complete,Valid
T71295,C2424,2022-01-07,Smartphone,-9,99.0202,Negative Transaction,Complete,Valid
T71294,C3452,2023-13-01,Laptop,,164.0515,Unknown,Completed,Missing Quantity
T71293,C3344,2023-13-01,Headphones,-5,,Unknown,Failed,Valid
T71291,C249,2023-13-01,Tablet,-4,-851.6122,Negative Transaction,Completed,Valid
T71290,C943,"",Headphones,10,-864.4955,Negative Transaction,Failed,Valid
T7129,C1825,2023-13-01,Headphones,,-399.0138,Unknown,Failed,Missing Quantity
T71289,C4340,2023-13-01,Tablet,-4,-697.9,Negative Transaction,Pending,Valid
T71288,C2530,2023-13-01,Tablet,-4,165.8718,Negative Transaction,Complete,Valid
T71287,C278,2023-13-01,Smartphone,-9,373.1764,Negative Transaction,Pending,Valid
T71286,C3153,2025-02-30,Smartphone,2,697.8804,Normal Transaction,Failed,Valid
T71285,C1230,2025-02-30,Headphones,375,485.9678,Normal Transaction,Completed,Valid
T71284,C351,2023-13-01,Smartphone,308,-370.0994,Negative Transaction,"",Valid
T71282,C1304,2023-13-01,Laptop,5,,Unknown,Completed,Valid
T71281,C2371,2025-02-30,Headphones,9,,Unknown,Complete,Valid
T71280,C3990,2023-13-01,Coffee Machine,397,588.8335,Normal Transaction,Completed,Valid
T7128,C1852,2023-13-01,Laptop,512,674.016,Normal Transaction,"",Valid
T71278,C3932,2024-10-18,Coffee Machine,964,826.7206,Normal Transaction,Pending,Valid
T71277,C2520,2023-13-01,Smartphone,-3,212.3675,Negative Transaction,Pending,Valid
T71276,C3340,2025-02-30,Laptop,1,609.7397,Normal Transaction,Completed,Valid
T71275,C3740,2023-13-01,Headphones,6,,Unknown,"",Valid
T71273,C2890,2023-13-01,Laptop,-10,,Unknown,Failed,Valid
T71272,C3622,2022-06-06,Smartphone,-2,50.5,Negative Transaction,Completed,Valid
T71271,C942,2023-13-01,Headphones,-4,617.0235,Negative Transaction,Pending,Valid
T71270,C2167,2022-03-01,Headphones,7,558.6062,Normal Transaction,Failed,Valid
T7127,C401,2024-02-03,Headphones,8,,Unknown,Completed,Valid
T71269,C2798,2025-02-30,Coffee Machine,185,-793.3799,Negative Transaction,Complete,Valid
T71268,C777,2023-13-01,Laptop,486,-277.5476,Negative Transaction,Completed,Valid
T71267,C4035,2023-13-01,Tablet,3,-884.8991,Negative Transaction,Pending,Valid
T71266,C2456,2025-02-30,Tablet,4,58.4492,Normal Transaction,Completed,Valid
T71265,C3947,2021-02-24,Coffee Machine,-6,-787.3031,Negative Transaction,Pending,Valid
T71264,C2580,2023-13-01,Coffee Machine,605,843.6713,Normal Transaction,Pending,Valid
T71263,C1029,2022-09-24,Smartphone,6,370.9511,Normal Transaction,Complete,Valid
T71262,C1622,2022-10-22,Laptop,341,640.9729,Normal Transaction,Complete,Valid
T71261,C4598,2023-13-01,Headphones,856,-583.2706,Negative Transaction,Pending,Valid
T71260,C2855,2025-02-30,Headphones,-7,851.6108,Negative Transaction,Completed,Valid
T7126,C1257,2023-13-01,Tablet,-5,975.56,Negative Transaction,Completed,Valid
T71259,C2876,2023-13-01,Tablet,-2,-164.2537,Negative Transaction,Completed,Valid
T71258,C228,2025-02-30,Coffee Machine,-3,-982.2595,Negative Transaction,Complete,Valid
T71257,C3197,"",Headphones,183,,Unknown,Failed,Valid
T71256,C3439,2023-13-01,Coffee Machine,9,906.9,Normal Transaction,Completed,Valid
T71255,C1593,2023-13-01,Laptop,,86.9969,Unknown,"",Missing Quantity
T71254,"",2020-06-01,Smartphone,,697.399,Unknown,"",Missing Quantity
T71253,C1906,2023-13-01,Tablet,-2,627.38,Negative Transaction,Completed,Valid
T71252,C1837,2025-02-30,Headphones,801,,Unknown,Complete,Valid
T71251,C2160,2025-02-30,Laptop,-5,-116.2661,Negative Transaction,Completed,Valid
T71250,C2591,2025-02-30,Headphones,-1,-773.7372,Negative Transaction,Completed,Valid
T7125,C299,2023-09-17,Coffee Machine,-5,-120.1894,Negative Transaction,Complete,Valid
T71249,C3043,2023-13-01,Laptop,-1,-333.3189,Negative Transaction,Failed,Valid
T71248,C1613,2023-09-18,Smartphone,244,189.2101,Normal Transaction,Completed,Valid
T71247,C758,2021-05-08,Coffee Machine,5,-282.0668,Negative Transaction,Completed,Valid
T71246,C3092,2025-02-30,Smartphone,4,,Unknown,Pending,Valid
T71245,C2884,2025-02-30,Smartphone,6,-949.42,Negative Transaction,Completed,Valid
T71244,C4486,2025-02-30,Smartphone,10,,Unknown,Completed,Valid
T71243,C829,2025-02-30,Coffee Machine,761,,Unknown,Completed,Valid
T71242,"",2025-02-30,Coffee Machine,8,-537.2435,Negative Transaction,Complete,Valid
T71241,C3172,2025-02-30,Smartphone,912,,Unknown,Failed,Valid
T71240,C1804,2025-02-30,Headphones,823,-988.2065,Negative Transaction,Pending,Valid
T7124,C4220,2023-13-01,Smartphone,-3,325.0058,Negative Transaction,Completed,Valid
T71239,C2946,2022-10-04,Coffee Machine,4,-241.9987,Negative Transaction,Failed,Valid
T71238,"",2023-13-01,Smartphone,792,-235.5407,Negative Transaction,Failed,Valid
T71237,C4013,2025-02-30,Smartphone,-5,-518.4814,Negative Transaction,Pending,Valid
T71236,"",2025-02-30,Tablet,809,,Unknown,Completed,Valid
T71235,C746,2023-13-01,Tablet,288,515.8199,Normal Transaction,Failed,Valid
T71234,C627,2021-05-14,Smartphone,8,160.8079,Normal Transaction,Failed,Valid
T71233,C3622,2025-01-07,Headphones,803,299.3661,Normal Transaction,Pending,Valid
T71232,C1495,2023-05-20,Smartphone,-8,-308.4732,Negative Transaction,"",Valid
T71231,C4342,2023-06-23,Headphones,-7,,Unknown,Pending,Valid
T71230,C1447,2023-13-01,Tablet,7,-376.4494,Negative Transaction,Complete,Valid
T7123,C2149,"",Smartphone,-6,-495.1711,Negative Transaction,Complete,Valid
T71229,C3882,2021-07-09,Tablet,901,-217.5754,Negative Transaction,"",Valid
T71228,C150,2025-02-30,Coffee Machine,402,-359.61,Negative Transaction,"",Valid
T71227,C2063,2024-05-18,Headphones,-1,837.37,Negative Transaction,Completed,Valid
T71226,C2383,2025-02-30,Smartphone,-8,-255.8674,Negative Transaction,Completed,Valid
T71225,C789,2022-03-06,Headphones,5,915.1251,Normal Transaction,Completed,Valid
T71224,C2071,2023-13-01,Headphones,3,,Unknown,Completed,Valid
T71223,C3582,"",Headphones,-1,161.9483,Negative Transaction,Completed,Valid
T71222,C3974,2020-07-20,Tablet,649,,Unknown,"",Valid
T71221,C3040,2025-02-30,Coffee Machine,460,965.6576,Normal Transaction,Complete,Valid
T71220,C2798,2023-13-01,Coffee Machine,-1,837.2407,Negative Transaction,Completed,Valid
T7122,"",2023-13-01,Smartphone,-2,,Unknown,Completed,Valid
T71219,C4840,2021-11-07,Coffee Machine,829,-180.2932,Negative Transaction,Complete,Valid
T71218,C223,2023-13-01,Smartphone,6,-776.3134,Negative Transaction,Completed,Valid
T71217,C3063,2023-13-01,Coffee Machine,3,-665.7972,Negative Transaction,Completed,Valid
T71215,C1923,2024-08-20,Smartphone,-9,,Unknown,Pending,Valid
T71214,C1301,2025-02-30,Tablet,570,251.2511,Normal Transaction,Pending,Valid
T71213,C3016,2024-09-12,Tablet,492,-263.8917,Negative Transaction,Completed,Valid
T71212,C430,2024-11-09,Headphones,-5,-197.9935,Negative Transaction,Completed,Valid
T71211,C1583,2023-13-01,Smartphone,-2,-255.0325,Negative Transaction,Pending,Valid
T71210,C2244,2023-13-01,Laptop,7,154.7628,Normal Transaction,Completed,Valid
T7121,C2557,2025-02-30,Headphones,944,-542.07,Negative Transaction,"",Valid
T71209,C1655,2020-11-07,Laptop,282,,Unknown,Failed,Valid
T71207,C1109,2023-13-01,Headphones,526,346.3472,Normal Transaction,Pending,Valid
T71206,C3777,2025-02-30,Coffee Machine,10,-250.7416,Negative Transaction,Completed,Valid
T71205,C4508,2022-02-17,Coffee Machine,-10,-554.985,Negative Transaction,Completed,Valid
T71204,C1801,2023-06-30,Laptop,-1,-568.9,Negative Transaction,"",Valid
T71203,C2426,2025-02-30,Coffee Machine,-10,-906.3377,Negative Transaction,Pending,Valid
T71202,C2719,2020-10-04,Headphones,769,-705.1548,Negative Transaction,"",Valid
T71201,C1840,2020-07-10,Tablet,1,650.3076,Normal Transaction,"",Valid
T71200,C3097,2025-02-30,Coffee Machine,949,489.7343,Normal Transaction,Completed,Valid
T71199,C1742,2023-13-01,Smartphone,8,-757.3596,Negative Transaction,"",Valid
T71198,C3520,2025-02-30,Tablet,14,-151.2518,Negative Transaction,Completed,Valid
T71197,C4651,2024-08-13,Laptop,2,154.8851,Normal Transaction,Pending,Valid
T71196,C1829,2024-03-04,Laptop,-3,272.1862,Negative Transaction,Failed,Valid
T71195,C2419,2025-02-30,Coffee Machine,1,,Unknown,"",Valid
T71194,C3359,2025-02-30,Tablet,712,-529.7379,Negative Transaction,Complete,Valid
T71193,C1316,2025-02-30,Headphones,381,-206.3702,Negative Transaction,Pending,Valid
T71192,C4241,2025-02-30,Coffee Machine,515,-199.7104,Negative Transaction,Pending,Valid
T71191,C4126,2024-07-27,Coffee Machine,8,-782.31,Negative Transaction,Complete,Valid
T71190,C2606,2023-06-12,Coffee Machine,-6,,Unknown,Pending,Valid
T7119,C4927,2023-13-01,Coffee Machine,7,,Unknown,Completed,Valid
T71189,C3021,2025-02-30,Smartphone,514,,Unknown,Complete,Valid
T71188,C2045,2023-05-17,Headphones,-2,,Unknown,Completed,Valid
T71187,C3395,2021-07-23,Tablet,-9,776.0367,Negative Transaction,Failed,Valid
